technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,geo_id_cg_api,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode,elevation
4G_LTE,-97,2147483647,-97,-14,-73,2147483647,43,5110,55,20,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-100,2147483647,-100,-20,-71,2147483647,40,1100,285,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-100,2147483647,-100,-19,-71,2147483647,40,1100,5,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-98,2147483647,-98,-17,-71,2147483647,42,1100,55,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-101,2147483647,-101,-19,-69,2147483647,39,1100,30,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-98,2147483647,-98,-17,-71,2147483647,42,1100,55,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-101,2147483647,-101,-19,-69,2147483647,39,1100,30,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-100,2147483647,-100,-19,-71,2147483647,40,1100,5,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-100,2147483647,-100,-20,-57,2147483647,40,1100,35,20,116537866,39177,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-103,2147483647,-103,-18,-75,2147483647,37,66961,285,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-104,2147483647,-104,-19,-73,2147483647,36,66961,55,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-104,2147483647,-104,-18,-75,2147483647,36,66961,104,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-103,2147483647,-103,-19,-75,2147483647,37,66961,278,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-97,2147483647,-97,-14,-73,2147483647,43,5110,55,20,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-100,2147483647,-100,-20,-71,2147483647,40,1100,285,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-100,2147483647,-100,-18,-73,2147483647,40,5110,285,20,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724191883248,6165.949833273,2024-08-20 18:11:23.248000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-95,2147483647,-95,-16,-67,2147483647,45,5110,55,20,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.52905403854918,37.126329900394005,821.7119136424607,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.6878051757812
4G_LTE,-96,2147483647,-96,-17,-69,2147483647,44,1100,56,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-99,2147483647,-99,-18,-69,2147483647,41,1100,285,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-97,2147483647,-97,-15,-69,2147483647,43,1100,55,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-99,2147483647,-99,-18,-69,2147483647,41,1100,285,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-97,2147483647,-97,-15,-69,2147483647,43,1100,55,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-94,2147483647,-94,-20,-53,2147483647,46,1100,35,20,116537866,39177,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-96,2147483647,-96,-17,-69,2147483647,44,1100,56,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-101,2147483647,-101,-20,-69,2147483647,39,1100,5,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-93,2147483647,-93,-15,-67,2147483647,47,5110,285,20,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-94,2147483647,-94,-20,-53,2147483647,46,1100,35,20,116537866,39177,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-99,2147483647,-99,-16,-75,2147483647,41,66961,55,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-101,2147483647,-101,-20,-69,2147483647,39,1100,5,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-103,2147483647,-103,-17,-75,2147483647,37,66961,104,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-95,2147483647,-95,-16,-67,2147483647,45,5110,55,20,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-101,2147483647,-101,-18,-73,2147483647,39,66961,285,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-93,2147483647,-93,-15,-67,2147483647,47,5110,285,20,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-99,2147483647,-99,-16,-75,2147483647,41,66961,55,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-103,2147483647,-103,-17,-75,2147483647,37,66961,104,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-101,2147483647,-101,-18,-73,2147483647,39,66961,285,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191884250,6166.95171171,2024-08-20 18:11:24.250000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-101,2147483647,-101,-18,-73,2147483647,39,66961,285,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.529010227235,37.12635490479084,821.7591034831731,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.7486572265625
4G_LTE,-103,2147483647,-103,-17,-75,2147483647,37,66961,104,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-95,2147483647,-95,-16,-67,2147483647,45,5110,55,20,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-101,2147483647,-101,-20,-69,2147483647,39,1100,5,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-96,2147483647,-96,-17,-69,2147483647,44,1100,56,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-97,2147483647,-97,-15,-69,2147483647,43,1100,55,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-99,2147483647,-99,-16,-75,2147483647,41,66961,55,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-93,2147483647,-93,-15,-67,2147483647,47,5110,285,20,2147483647,2147483647,3,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-94,2147483647,-94,-20,-53,2147483647,46,1100,35,20,116537866,39177,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-97,2147483647,-97,-15,-69,2147483647,43,1100,55,20,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
4G_LTE,-99,2147483647,-99,-16,-75,2147483647,41,66961,55,20,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191885257,6167.958281762,2024-08-20 18:11:25.257000,-113.5292671,37.1262083,821.482421875,UT,49053271101.0,5544237.0,490532711013010.0,14844.0,49053.0,Washington County,490532711013010.0,,8.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,865.354248046875
