fips,name,state,county
46031,Corson County,SD,corson county
46033,Custer County,SD,custer county
46035,Davison County,SD,davison county
46037,Day County,SD,day county
46039,Deuel County,SD,deuel county
46041,Dewey County,SD,dewey county
46043,Douglas County,SD,douglas county
46045,Edmunds County,SD,edmunds county
46047,Fall River County,SD,fall river county
46049,Faulk County,SD,faulk county
46051,Grant County,SD,grant county
46053,Gregory County,SD,gregory county
46055,Haakon County,SD,haakon county
46057,Hamlin County,SD,hamlin county
46059,Hand County,SD,hand county
46061,Hanson County,SD,hanson county
46063,Harding County,SD,harding county
46065,Hughes County,SD,hughes county
46067,Hutchinson County,SD,hutchinson county
46069,Hyde County,SD,hyde county
46071,Jackson County,SD,jackson county
46073,Jerauld County,SD,jerauld county
46075,Jones County,SD,jones county
46077,Kingsbury County,SD,kingsbury county
46079,Lake County,SD,lake county
46081,Lawrence County,SD,lawrence county
46083,Lincoln County,SD,lincoln county
46085,Lyman County,SD,lyman county
46087,McCook County,SD,mccook county
46089,McPherson County,SD,mcpherson county
46091,Marshall County,SD,marshall county
46093,Meade County,SD,meade county
46095,Mellette County,SD,mellette county
46097,Miner County,SD,miner county
46099,Minnehaha County,SD,minnehaha county
46101,Moody County,SD,moody county
46103,Pennington County,SD,pennington county
46105,Perkins County,SD,perkins county
46107,Potter County,SD,potter county
46109,Roberts County,SD,roberts county
46111,Sanborn County,SD,sanborn county
46113,Shannon County,SD,shannon county
46115,Spink County,SD,spink county
46117,Stanley County,SD,stanley county
46119,Sully County,SD,sully county
46121,Todd County,SD,todd county
46123,Tripp County,SD,tripp county
46125,Turner County,SD,turner county
46127,Union County,SD,union county
46129,Walworth County,SD,walworth county
46135,Yankton County,SD,yankton county
46137,Ziebach County,SD,ziebach county
47000,TENNESSEE,,tennessee
47001,Anderson County,TN,anderson county
47003,Bedford County,TN,bedford county
47005,Benton County,TN,benton county
47007,Bledsoe County,TN,bledsoe county
47009,Blount County,TN,blount county
47011,Bradley County,TN,bradley county
47013,Campbell County,TN,campbell county
47015,Cannon County,TN,cannon county
47017,Carroll County,TN,carroll county
47019,Carter County,TN,carter county
47021,Cheatham County,TN,cheatham county
47023,Chester County,TN,chester county
47025,Claiborne County,TN,claiborne county
47027,Clay County,TN,clay county
47029,Cocke County,TN,cocke county
47031,Coffee County,TN,coffee county
47033,Crockett County,TN,crockett county
47035,Cumberland County,TN,cumberland county
47037,Davidson County,TN,davidson county
47039,Decatur County,TN,decatur county
47041,DeKalb County,TN,dekalb county
47043,Dickson County,TN,dickson county
47045,Dyer County,TN,dyer county
47047,Fayette County,TN,fayette county
47049,Fentress County,TN,fentress county
47051,Franklin County,TN,franklin county
47053,Gibson County,TN,gibson county
47055,Giles County,TN,giles county
47057,Grainger County,TN,grainger county
47059,Greene County,TN,greene county
47061,Grundy County,TN,grundy county
47063,Hamblen County,TN,hamblen county
47065,Hamilton County,TN,hamilton county
47067,Hancock County,TN,hancock county
47069,Hardeman County,TN,hardeman county
47071,Hardin County,TN,hardin county
47073,Hawkins County,TN,hawkins county
47075,Haywood County,TN,haywood county
47077,Henderson County,TN,henderson county
47079,Henry County,TN,henry county
47081,Hickman County,TN,hickman county
47083,Houston County,TN,houston county
47085,Humphreys County,TN,humphreys county
47087,Jackson County,TN,jackson county
47089,Jefferson County,TN,jefferson county
47091,Johnson County,TN,johnson county
47093,Knox County,TN,knox county
47095,Lake County,TN,lake county
47097,Lauderdale County,TN,lauderdale county
47099,Lawrence County,TN,lawrence county
47101,Lewis County,TN,lewis county
47103,Lincoln County,TN,lincoln county
47105,Loudon County,TN,loudon county
47107,McMinn County,TN,mcminn county
47109,McNairy County,TN,mcnairy county
47111,Macon County,TN,macon county
47113,Madison County,TN,madison county
47115,Marion County,TN,marion county
47117,Marshall County,TN,marshall county
47119,Maury County,TN,maury county
47121,Meigs County,TN,meigs county
47123,Monroe County,TN,monroe county
47125,Montgomery County,TN,montgomery county
47127,Moore County,TN,moore county
47129,Morgan County,TN,morgan county
47131,Obion County,TN,obion county
47133,Overton County,TN,overton county
47135,Perry County,TN,perry county
47137,Pickett County,TN,pickett county
47139,Polk County,TN,polk county
47141,Putnam County,TN,putnam county
47143,Rhea County,TN,rhea county
47145,Roane County,TN,roane county
47147,Robertson County,TN,robertson county
47149,Rutherford County,TN,rutherford county
47151,Scott County,TN,scott county
47153,Sequatchie County,TN,sequatchie county
47155,Sevier County,TN,sevier county
47157,Shelby County,TN,shelby county
47159,Smith County,TN,smith county
47161,Stewart County,TN,stewart county
47163,Sullivan County,TN,sullivan county
47165,Sumner County,TN,sumner county
47167,Tipton County,TN,tipton county
47169,Trousdale County,TN,trousdale county
47171,Unicoi County,TN,unicoi county
47173,Union County,TN,union county
47175,Van Buren County,TN,van buren county
47177,Warren County,TN,warren county
47179,Washington County,TN,washington county
47181,Wayne County,TN,wayne county
47183,Weakley County,TN,weakley county
47185,White County,TN,white county
47187,Williamson County,TN,williamson county
47189,Wilson County,TN,wilson county
48000,TEXAS,,texas
48001,Anderson County,TX,anderson county
48003,Andrews County,TX,andrews county
48005,Angelina County,TX,angelina county
48007,Aransas County,TX,aransas county
48009,Archer County,TX,archer county
48011,Armstrong County,TX,armstrong county
48013,Atascosa County,TX,atascosa county
48015,Austin County,TX,austin county
48017,Bailey County,TX,bailey county
48019,Bandera County,TX,bandera county
48021,Bastrop County,TX,bastrop county
48023,Baylor County,TX,baylor county
48025,Bee County,TX,bee county
48027,Bell County,TX,bell county
48029,Bexar County,TX,bexar county
48031,Blanco County,TX,blanco county
48033,Borden County,TX,borden county
48035,Bosque County,TX,bosque county
48037,Bowie County,TX,bowie county
48039,Brazoria County,TX,brazoria county
48041,Brazos County,TX,brazos county
48043,Brewster County,TX,brewster county
48045,Briscoe County,TX,briscoe county
48047,Brooks County,TX,brooks county
48049,Brown County,TX,brown county
48051,Burleson County,TX,burleson county
48053,Burnet County,TX,burnet county
48055,Caldwell County,TX,caldwell county
48057,Calhoun County,TX,calhoun county
48059,Callahan County,TX,callahan county
48061,Cameron County,TX,cameron county
48063,Camp County,TX,camp county
48065,Carson County,TX,carson county
48067,Cass County,TX,cass county
48069,Castro County,TX,castro county
48071,Chambers County,TX,chambers county
48073,Cherokee County,TX,cherokee county
48075,Childress County,TX,childress county
48077,Clay County,TX,clay county
48079,Cochran County,TX,cochran county
48081,Coke County,TX,coke county
48083,Coleman County,TX,coleman county
48085,Collin County,TX,collin county
48087,Collingsworth County,TX,collingsworth county
48089,Colorado County,TX,colorado county
48091,Comal County,TX,comal county
48093,Comanche County,TX,comanche county
48095,Concho County,TX,concho county
48097,Cooke County,TX,cooke county
48099,Coryell County,TX,coryell county
48101,Cottle County,TX,cottle county
48103,Crane County,TX,crane county
48105,Crockett County,TX,crockett county
48107,Crosby County,TX,crosby county
48109,Culberson County,TX,culberson county
48111,Dallam County,TX,dallam county
48113,Dallas County,TX,dallas county
48115,Dawson County,TX,dawson county
48117,Deaf Smith County,TX,deaf smith county
48119,Delta County,TX,delta county
48121,Denton County,TX,denton county
48123,DeWitt County,TX,dewitt county
48125,Dickens County,TX,dickens county
48127,Dimmit County,TX,dimmit county
48129,Donley County,TX,donley county
48131,Duval County,TX,duval county
48133,Eastland County,TX,eastland county
48135,Ector County,TX,ector county
48137,Edwards County,TX,edwards county
48139,Ellis County,TX,ellis county
48141,El Paso County,TX,el paso county
48143,Erath County,TX,erath county
48145,Falls County,TX,falls county
48147,Fannin County,TX,fannin county
48149,Fayette County,TX,fayette county
48151,Fisher County,TX,fisher county
48153,Floyd County,TX,floyd county
48155,Foard County,TX,foard county
48157,Fort Bend County,TX,fort bend county
48159,Franklin County,TX,franklin county
48161,Freestone County,TX,freestone county
48163,Frio County,TX,frio county
48165,Gaines County,TX,gaines county
48167,Galveston County,TX,galveston county
48169,Garza County,TX,garza county
48171,Gillespie County,TX,gillespie county
48173,Glasscock County,TX,glasscock county
48175,Goliad County,TX,goliad county
48177,Gonzales County,TX,gonzales county
48179,Gray County,TX,gray county
48181,Grayson County,TX,grayson county
48183,Gregg County,TX,gregg county
48185,Grimes County,TX,grimes county
48187,Guadalupe County,TX,guadalupe county
48189,Hale County,TX,hale county
48191,Hall County,TX,hall county
48193,Hamilton County,TX,hamilton county
48195,Hansford County,TX,hansford county
48197,Hardeman County,TX,hardeman county
48199,Hardin County,TX,hardin county
48201,Harris County,TX,harris county
48203,Harrison County,TX,harrison county
48205,Hartley County,TX,hartley county
48207,Haskell County,TX,haskell county
48209,Hays County,TX,hays county
48211,Hemphill County,TX,hemphill county
48213,Henderson County,TX,henderson county
48215,Hidalgo County,TX,hidalgo county
48217,Hill County,TX,hill county
48219,Hockley County,TX,hockley county
48221,Hood County,TX,hood county
48223,Hopkins County,TX,hopkins county
48225,Houston County,TX,houston county
48227,Howard County,TX,howard county
48229,Hudspeth County,TX,hudspeth county
48231,Hunt County,TX,hunt county
48233,Hutchinson County,TX,hutchinson county
48235,Irion County,TX,irion county
48237,Jack County,TX,jack county
48239,Jackson County,TX,jackson county
48241,Jasper County,TX,jasper county
48243,Jeff Davis County,TX,jeff davis county
48245,Jefferson County,TX,jefferson county
48247,Jim Hogg County,TX,jim hogg county
48249,Jim Wells County,TX,jim wells county
48251,Johnson County,TX,johnson county
48253,Jones County,TX,jones county
48255,Karnes County,TX,karnes county
48257,Kaufman County,TX,kaufman county
48259,Kendall County,TX,kendall county
48261,Kenedy County,TX,kenedy county
48263,Kent County,TX,kent county
48265,Kerr County,TX,kerr county
48267,Kimble County,TX,kimble county
48269,King County,TX,king county
48271,Kinney County,TX,kinney county
48273,Kleberg County,TX,kleberg county
48275,Knox County,TX,knox county
48277,Lamar County,TX,lamar county
48279,Lamb County,TX,lamb county
48281,Lampasas County,TX,lampasas county
48283,La Salle County,TX,la salle county
48285,Lavaca County,TX,lavaca county
48287,Lee County,TX,lee county
48289,Leon County,TX,leon county
48291,Liberty County,TX,liberty county
48293,Limestone County,TX,limestone county
48295,Lipscomb County,TX,lipscomb county
48297,Live Oak County,TX,live oak county
48299,Llano County,TX,llano county
48301,Loving County,TX,loving county
48303,Lubbock County,TX,lubbock county
48305,Lynn County,TX,lynn county
48307,McCulloch County,TX,mcculloch county
48309,McLennan County,TX,mclennan county
48311,McMullen County,TX,mcmullen county
48313,Madison County,TX,madison county
48315,Marion County,TX,marion county
48317,Martin County,TX,martin county
48319,Mason County,TX,mason county
48321,Matagorda County,TX,matagorda county
48323,Maverick County,TX,maverick county
48325,Medina County,TX,medina county
48327,Menard County,TX,menard county
48329,Midland County,TX,midland county
48331,Milam County,TX,milam county
48333,Mills County,TX,mills county
48335,Mitchell County,TX,mitchell county
48337,Montague County,TX,montague county
48339,Montgomery County,TX,montgomery county
48341,Moore County,TX,moore county
48343,Morris County,TX,morris county
48345,Motley County,TX,motley county
48347,Nacogdoches County,TX,nacogdoches county
48349,Navarro County,TX,navarro county
48351,Newton County,TX,newton county
48353,Nolan County,TX,nolan county
48355,Nueces County,TX,nueces county
48357,Ochiltree County,TX,ochiltree county
48359,Oldham County,TX,oldham county
48361,Orange County,TX,orange county
48363,Palo Pinto County,TX,palo pinto county
48365,Panola County,TX,panola county
48367,Parker County,TX,parker county
48369,Parmer County,TX,parmer county
48371,Pecos County,TX,pecos county
48373,Polk County,TX,polk county
48375,Potter County,TX,potter county
48377,Presidio County,TX,presidio county
48379,Rains County,TX,rains county
48381,Randall County,TX,randall county
48383,Reagan County,TX,reagan county
48385,Real County,TX,real county
48387,Red River County,TX,red river county
48389,Reeves County,TX,reeves county
48391,Refugio County,TX,refugio county
48393,Roberts County,TX,roberts county
48395,Robertson County,TX,robertson county
48397,Rockwall County,TX,rockwall county
48399,Runnels County,TX,runnels county
48401,Rusk County,TX,rusk county
48403,Sabine County,TX,sabine county
48405,San Augustine County,TX,san augustine county
48407,San Jacinto County,TX,san jacinto county
48409,San Patricio County,TX,san patricio county
48411,San Saba County,TX,san saba county
48413,Schleicher County,TX,schleicher county
48415,Scurry County,TX,scurry county
48417,Shackelford County,TX,shackelford county
48419,Shelby County,TX,shelby county
48421,Sherman County,TX,sherman county
48423,Smith County,TX,smith county
48425,Somervell County,TX,somervell county
48427,Starr County,TX,starr county
48429,Stephens County,TX,stephens county
48431,Sterling County,TX,sterling county
48433,Stonewall County,TX,stonewall county
48435,Sutton County,TX,sutton county
48437,Swisher County,TX,swisher county
48439,Tarrant County,TX,tarrant county
48441,Taylor County,TX,taylor county
48443,Terrell County,TX,terrell county
48445,Terry County,TX,terry county
48447,Throckmorton County,TX,throckmorton county
48449,Titus County,TX,titus county
48451,Tom Green County,TX,tom green county
48453,Travis County,TX,travis county
48455,Trinity County,TX,trinity county
48457,Tyler County,TX,tyler county
48459,Upshur County,TX,upshur county
48461,Upton County,TX,upton county
48463,Uvalde County,TX,uvalde county
48465,Val Verde County,TX,val verde county
48467,Van Zandt County,TX,van zandt county
48469,Victoria County,TX,victoria county
48471,Walker County,TX,walker county
48473,Waller County,TX,waller county
48475,Ward County,TX,ward county
48477,Washington County,TX,washington county
48479,Webb County,TX,webb county
48481,Wharton County,TX,wharton county
48483,Wheeler County,TX,wheeler county
48485,Wichita County,TX,wichita county
48487,Wilbarger County,TX,wilbarger county
48489,Willacy County,TX,willacy county
48491,Williamson County,TX,williamson county
48493,Wilson County,TX,wilson county
48495,Winkler County,TX,winkler county
48497,Wise County,TX,wise county
48499,Wood County,TX,wood county
48501,Yoakum County,TX,yoakum county
48503,Young County,TX,young county
48505,Zapata County,TX,zapata county
48507,Zavala County,TX,zavala county
49000,UTAH,,utah
49001,Beaver County,UT,beaver county
49003,Box Elder County,UT,box elder county
49005,Cache County,UT,cache county
49007,Carbon County,UT,carbon county
49009,Daggett County,UT,daggett county
49011,Davis County,UT,davis county
49013,Duchesne County,UT,duchesne county
49015,Emery County,UT,emery county
49017,Garfield County,UT,garfield county
49019,Grand County,UT,grand county
49021,Iron County,UT,iron county
49023,Juab County,UT,juab county
49025,Kane County,UT,kane county
49027,Millard County,UT,millard county
49029,Morgan County,UT,morgan county
49031,Piute County,UT,piute county
49033,Rich County,UT,rich county
49035,Salt Lake County,UT,salt lake county
49037,San Juan County,UT,san juan county
49039,Sanpete County,UT,sanpete county
49041,Sevier County,UT,sevier county
49043,Summit County,UT,summit county
49045,Tooele County,UT,tooele county
49047,Uintah County,UT,uintah county
49049,Utah County,UT,utah county
49051,Wasatch County,UT,wasatch county
49053,Washington County,UT,washington county
49055,Wayne County,UT,wayne county
49057,Weber County,UT,weber county
50000,VERMONT,,vermont
50001,Addison County,VT,addison county
50003,Bennington County,VT,bennington county
50005,Caledonia County,VT,caledonia county
50007,Chittenden County,VT,chittenden county
50009,Essex County,VT,essex county
50011,Franklin County,VT,franklin county
50013,Grand Isle County,VT,grand isle county
50015,Lamoille County,VT,lamoille county
50017,Orange County,VT,orange county
50019,Orleans County,VT,orleans county
50021,Rutland County,VT,rutland county
50023,Washington County,VT,washington county
50025,Windham County,VT,windham county
50027,Windsor County,VT,windsor county
51000,VIRGINIA,,virginia
51001,Accomack County,VA,accomack county
51003,Albemarle County,VA,albemarle county
51005,Alleghany County,VA,alleghany county
51007,Amelia County,VA,amelia county
51009,Amherst County,VA,amherst county
51011,Appomattox County,VA,appomattox county
51013,Arlington County,VA,arlington county
51015,Augusta County,VA,augusta county
51017,Bath County,VA,bath county
51019,Bedford County,VA,bedford county
51021,Bland County,VA,bland county
51023,Botetourt County,VA,botetourt county
51025,Brunswick County,VA,brunswick county
51027,Buchanan County,VA,buchanan county
51029,Buckingham County,VA,buckingham county
51031,Campbell County,VA,campbell county
51033,Caroline County,VA,caroline county
51035,Carroll County,VA,carroll county
51036,Charles City County,VA,charles city county
51037,Charlotte County,VA,charlotte county
51041,Chesterfield County,VA,chesterfield county
51043,Clarke County,VA,clarke county
51045,Craig County,VA,craig county
51047,Culpeper County,VA,culpeper county
51049,Cumberland County,VA,cumberland county
51051,Dickenson County,VA,dickenson county
51053,Dinwiddie County,VA,dinwiddie county
51057,Essex County,VA,essex county
51059,Fairfax County,VA,fairfax county
51061,Fauquier County,VA,fauquier county
51063,Floyd County,VA,floyd county
51065,Fluvanna County,VA,fluvanna county
51067,Franklin County,VA,franklin county
51069,Frederick County,VA,frederick county
51071,Giles County,VA,giles county
51073,Gloucester County,VA,gloucester county
51075,Goochland County,VA,goochland county
51077,Grayson County,VA,grayson county
51079,Greene County,VA,greene county
51081,Greensville County,VA,greensville county
51083,Halifax County,VA,halifax county
51085,Hanover County,VA,hanover county
51087,Henrico County,VA,henrico county
51089,Henry County,VA,henry county
51091,Highland County,VA,highland county
51093,Isle of Wight County,VA,isle of wight county
51095,James City County,VA,james city county
51097,King and Queen County,VA,king and queen county
51099,King George County,VA,king george county
51101,King William County,VA,king william county
51103,Lancaster County,VA,lancaster county
51105,Lee County,VA,lee county
51107,Loudoun County,VA,loudoun county
51109,Louisa County,VA,louisa county
51111,Lunenburg County,VA,lunenburg county
51113,Madison County,VA,madison county
51115,Mathews County,VA,mathews county
51117,Mecklenburg County,VA,mecklenburg county
51119,Middlesex County,VA,middlesex county
51121,Montgomery County,VA,montgomery county
51125,Nelson County,VA,nelson county
51127,New Kent County,VA,new kent county
51131,Northampton County,VA,northampton county
51133,Northumberland County,VA,northumberland county
51135,Nottoway County,VA,nottoway county
51137,Orange County,VA,orange county
51139,Page County,VA,page county
51141,Patrick County,VA,patrick county
51143,Pittsylvania County,VA,pittsylvania county
51145,Powhatan County,VA,powhatan county
51147,Prince Edward County,VA,prince edward county
51149,Prince George County,VA,prince george county
51153,Prince William County,VA,prince william county
51155,Pulaski County,VA,pulaski county
51157,Rappahannock County,VA,rappahannock county
51159,Richmond County,VA,richmond county
51161,Roanoke County,VA,roanoke county
51163,Rockbridge County,VA,rockbridge county
51165,Rockingham County,VA,rockingham county
51167,Russell County,VA,russell county
51169,Scott County,VA,scott county
51171,Shenandoah County,VA,shenandoah county
51173,Smyth County,VA,smyth county
51175,Southampton County,VA,southampton county
51177,Spotsylvania County,VA,spotsylvania county
51179,Stafford County,VA,stafford county
51181,Surry County,VA,surry county
51183,Sussex County,VA,sussex county
51185,Tazewell County,VA,tazewell county
51187,Warren County,VA,warren county
51191,Washington County,VA,washington county
51193,Westmoreland County,VA,westmoreland county
51195,Wise County,VA,wise county
51197,Wythe County,VA,wythe county
51199,York County,VA,york county
51510,Alexandria city,VA,alexandria city
51515,Bedford city,VA,bedford city
51520,Bristol city,VA,bristol city
51530,Buena Vista city,VA,buena vista city
51540,Charlottesville city,VA,charlottesville city
51550,Chesapeake city,VA,chesapeake city
51570,Colonial Heights city,VA,colonial heights city
51580,Covington city,VA,covington city
51590,Danville city,VA,danville city
51595,Emporia city,VA,emporia city
51600,Fairfax city,VA,fairfax city
51610,Falls Church city,VA,falls church city
51620,Franklin city,VA,franklin city
51630,Fredericksburg city,VA,fredericksburg city
51640,Galax city,VA,galax city
51650,Hampton city,VA,hampton city
51660,Harrisonburg city,VA,harrisonburg city
51670,Hopewell city,VA,hopewell city
51678,Lexington city,VA,lexington city
51680,Lynchburg city,VA,lynchburg city
51683,Manassas city,VA,manassas city
51685,Manassas Park city,VA,manassas park city
51690,Martinsville city,VA,martinsville city
51700,Newport News city,VA,newport news city
51710,Norfolk city,VA,norfolk city
51720,Norton city,VA,norton city
51730,Petersburg city,VA,petersburg city
51735,Poquoson city,VA,poquoson city
51740,Portsmouth city,VA,portsmouth city
51750,Radford city,VA,radford city
51760,Richmond city,VA,richmond city
51770,Roanoke city,VA,roanoke city
51775,Salem city,VA,salem city
51790,Staunton city,VA,staunton city
51800,Suffolk city,VA,suffolk city
51810,Virginia Beach city,VA,virginia beach city
51820,Waynesboro city,VA,waynesboro city
51830,Williamsburg city,VA,williamsburg city
51840,Winchester city,VA,winchester city
53000,WASHINGTON,,washington
53001,Adams County,WA,adams county
53003,Asotin County,WA,asotin county
53005,Benton County,WA,benton county
53007,Chelan County,WA,chelan county
53009,Clallam County,WA,clallam county
53011,Clark County,WA,clark county
53013,Columbia County,WA,columbia county
53015,Cowlitz County,WA,cowlitz county
53017,Douglas County,WA,douglas county
53019,Ferry County,WA,ferry county
53021,Franklin County,WA,franklin county
53023,Garfield County,WA,garfield county
53025,Grant County,WA,grant county
53027,Grays Harbor County,WA,grays harbor county
53029,Island County,WA,island county
53031,Jefferson County,WA,jefferson county
53033,King County,WA,king county
53035,Kitsap County,WA,kitsap county
53037,Kittitas County,WA,kittitas county
53039,Klickitat County,WA,klickitat county
53041,Lewis County,WA,lewis county
53043,Lincoln County,WA,lincoln county
53045,Mason County,WA,mason county
53047,Okanogan County,WA,okanogan county
53049,Pacific County,WA,pacific county
53051,Pend Oreille County,WA,pend oreille county
53053,Pierce County,WA,pierce county
53055,San Juan County,WA,san juan county
53057,Skagit County,WA,skagit county
53059,Skamania County,WA,skamania county
53061,Snohomish County,WA,snohomish county
53063,Spokane County,WA,spokane county
53065,Stevens County,WA,stevens county
53067,Thurston County,WA,thurston county
53069,Wahkiakum County,WA,wahkiakum county
53071,Walla Walla County,WA,walla walla county
53073,Whatcom County,WA,whatcom county
53075,Whitman County,WA,whitman county
53077,Yakima County,WA,yakima county
54000,WEST VIRGINIA,,west virginia
54001,Barbour County,WV,barbour county
54003,Berkeley County,WV,berkeley county
54005,Boone County,WV,boone county
54007,Braxton County,WV,braxton county
54009,Brooke County,WV,brooke county
54011,Cabell County,WV,cabell county
54013,Calhoun County,WV,calhoun county
54015,Clay County,WV,clay county
54017,Doddridge County,WV,doddridge county
54019,Fayette County,WV,fayette county
54021,Gilmer County,WV,gilmer county
54023,Grant County,WV,grant county
54025,Greenbrier County,WV,greenbrier county
54027,Hampshire County,WV,hampshire county
54029,Hancock County,WV,hancock county
54031,Hardy County,WV,hardy county
54033,Harrison County,WV,harrison county
54035,Jackson County,WV,jackson county
54037,Jefferson County,WV,jefferson county
54039,Kanawha County,WV,kanawha county
54041,Lewis County,WV,lewis county
54043,Lincoln County,WV,lincoln county
54045,Logan County,WV,logan county
54047,McDowell County,WV,mcdowell county
54049,Marion County,WV,marion county
54051,Marshall County,WV,marshall county
54053,Mason County,WV,mason county
54055,Mercer County,WV,mercer county
54057,Mineral County,WV,mineral county
54059,Mingo County,WV,mingo county
54061,Monongalia County,WV,monongalia county
54063,Monroe County,WV,monroe county
54065,Morgan County,WV,morgan county
54067,Nicholas County,WV,nicholas county
54069,Ohio County,WV,ohio county
54071,Pendleton County,WV,pendleton county
54073,Pleasants County,WV,pleasants county
54075,Pocahontas County,WV,pocahontas county
54077,Preston County,WV,preston county
54079,Putnam County,WV,putnam county
54081,Raleigh County,WV,raleigh county
54083,Randolph County,WV,randolph county
54085,Ritchie County,WV,ritchie county
54087,Roane County,WV,roane county
54089,Summers County,WV,summers county
54091,Taylor County,WV,taylor county
54093,Tucker County,WV,tucker county
54095,Tyler County,WV,tyler county
54097,Upshur County,WV,upshur county
54099,Wayne County,WV,wayne county
54101,Webster County,WV,webster county
54103,Wetzel County,WV,wetzel county
54105,Wirt County,WV,wirt county
54107,Wood County,WV,wood county
54109,Wyoming County,WV,wyoming county
55000,WISCONSIN,,wisconsin
55001,Adams County,WI,adams county
55003,Ashland County,WI,ashland county
55005,Barron County,WI,barron county
55007,Bayfield County,WI,bayfield county
55009,Brown County,WI,brown county
55011,Buffalo County,WI,buffalo county
55013,Burnett County,WI,burnett county
55015,Calumet County,WI,calumet county
55017,Chippewa County,WI,chippewa county
55019,Clark County,WI,clark county
55021,Columbia County,WI,columbia county
55023,Crawford County,WI,crawford county
55025,Dane County,WI,dane county
55027,Dodge County,WI,dodge county
55029,Door County,WI,door county
55031,Douglas County,WI,douglas county
55033,Dunn County,WI,dunn county
55035,Eau Claire County,WI,eau claire county
55037,Florence County,WI,florence county
55039,Fond du Lac County,WI,fond du lac county
55041,Forest County,WI,forest county
55043,Grant County,WI,grant county
55045,Green County,WI,green county
55047,Green Lake County,WI,green lake county
55049,Iowa County,WI,iowa county
55051,Iron County,WI,iron county
55053,Jackson County,WI,jackson county
55055,Jefferson County,WI,jefferson county
55057,Juneau County,WI,juneau county
55059,Kenosha County,WI,kenosha county
55061,Kewaunee County,WI,kewaunee county
55063,La Crosse County,WI,la crosse county
55065,Lafayette County,WI,lafayette county
55067,Langlade County,WI,langlade county
55069,Lincoln County,WI,lincoln county
55071,Manitowoc County,WI,manitowoc county
55073,Marathon County,WI,marathon county
55075,Marinette County,WI,marinette county
55077,Marquette County,WI,marquette county
55078,Menominee County,WI,menominee county
55079,Milwaukee County,WI,milwaukee county
55081,Monroe County,WI,monroe county
55083,Oconto County,WI,oconto county
55085,Oneida County,WI,oneida county
55087,Outagamie County,WI,outagamie county
55089,Ozaukee County,WI,ozaukee county
55091,Pepin County,WI,pepin county
55093,Pierce County,WI,pierce county
55095,Polk County,WI,polk county
55097,Portage County,WI,portage county
55099,Price County,WI,price county
55101,Racine County,WI,racine county
55103,Richland County,WI,richland county
55105,Rock County,WI,rock county
55107,Rusk County,WI,rusk county
55109,St. Croix County,WI,st. croix county
55111,Sauk County,WI,sauk county
55113,Sawyer County,WI,sawyer county
55115,Shawano County,WI,shawano county
55117,Sheboygan County,WI,sheboygan county
55119,Taylor County,WI,taylor county
55121,Trempealeau County,WI,trempealeau county
55123,Vernon County,WI,vernon county
55125,Vilas County,WI,vilas county
55127,Walworth County,WI,walworth county
55129,Washburn County,WI,washburn county
55131,Washington County,WI,washington county
55133,Waukesha County,WI,waukesha county
55135,Waupaca County,WI,waupaca county
55137,Waushara County,WI,waushara county
55139,Winnebago County,WI,winnebago county
55141,Wood County,WI,wood county
56000,WYOMING,,wyoming
56001,Albany County,WY,albany county
56003,Big Horn County,WY,big horn county
56005,Campbell County,WY,campbell county
56007,Carbon County,WY,carbon county
56009,Converse County,WY,converse county
56011,Crook County,WY,crook county
56013,Fremont County,WY,fremont county
56015,Goshen County,WY,goshen county
56017,Hot Springs County,WY,hot springs county
56019,Johnson County,WY,johnson county
56021,Laramie County,WY,laramie county
56023,Lincoln County,WY,lincoln county
56025,Natrona County,WY,natrona county
56027,Niobrara County,WY,niobrara county
56029,Park County,WY,park county
56031,Platte County,WY,platte county
56033,Sheridan County,WY,sheridan county
56035,Sublette County,WY,sublette county
56037,Sweetwater County,WY,sweetwater county
56039,Teton County,WY,teton county
56041,Uinta County,WY,uinta county
56043,Washakie County,WY,washakie county
56045,Weston County,WY,weston county
